name,year,domestic_gross,mojo_id,imdb_id
Spider-Man,2002.0,403706375.0,rl678659585,tt0145487
Star Wars: Episode II - Attack of the Clones,2002.0,302191252.0,rl2809366017,tt0121765
Harry Potter and the Chamber of Secrets,2002.0,261988482.0,rl1433110017,tt0295297
Signs,2002.0,227966634.0,rl1685161473,tt0286106
My Big Fat Greek Wedding,2002.0,241438208.0,rl342132225,tt0259446
The Lord of the Rings: The Two Towers,2002.0,339789881.0,rl4032923137,tt0167261
Austin Powers in Goldmember,2002.0,213307889.0,rl944080385,tt0295178
Men in Black II,2002.0,190418803.0,rl1281525249,tt0120912
Ice Age,2002.0,176387405.0,rl3277358593,tt0268380
A Beautiful Mind,2002.0,170742341.0,rl21399041,tt0268978
Scooby-Doo,2002.0,153294164.0,rl3631187457,tt0267913
The Lord of the Rings: The Fellowship of the Ring,2002.0,313364114.0,rl4200695297,tt0120737
Die Another Day,2002.0,160942139.0,rl2974778881,tt0246460
Lilo & Stitch,2002.0,145794338.0,rl3898508801,tt0275847
xXx,2002.0,142109382.0,rl1450870273,tt0295701
The Santa Clause 2,2002.0,139236327.0,rl1097827841,tt0304669
Minority Report,2002.0,132072926.0,rl4200760833,tt0181689
The Ring,2002.0,129128133.0,rl476874241,tt0298130
Mr. Deeds,2002.0,126293452.0,rl2540013057,tt0280590
Sweet Home Alabama,2002.0,127223418.0,rl846562817,tt0256415
The Bourne Identity,2002.0,121661683.0,rl2286323201,tt0258463
The Sum of All Fears,2002.0,118907036.0,rl2675082753,tt0164184
8 Mile,2002.0,116750901.0,rl3326182913,tt0298203
Black Hawk Down,2002.0,108638745.0,rl3678897665,tt0265086
Road to Perdition,2002.0,104454762.0,rl1668056577,tt0257044
Panic Room,2002.0,96397334.0,rl3077146113,tt0258000
Red Dragon,2002.0,93149898.0,rl1819117057,tt0289765
The Scorpion King,2002.0,91047077.0,rl3731850753,tt0277296
Spy Kids 2: Island of Lost Dreams,2002.0,85846429.0,rl1920173569,tt0287717
Blade II,2002.0,82348319.0,rl2152171009,tt0187738
Snow Dogs,2002.0,81172560.0,rl91260417,tt0281373
We Were Soldiers,2002.0,78122718.0,rl2339931649,tt0277434
Barbershop,2002.0,75782105.0,rl4182083073,tt0303714
The Rookie,2002.0,75600072.0,rl2204927489,tt0265662
Spirit: Stallion of the Cimarron,2002.0,73280117.0,rl410224129,tt0166813
John Q,2002.0,71756802.0,rl1683850753,tt0251160
Divine Secrets of the Ya-Ya Sisterhood,2002.0,69599016.0,rl3847194113,tt0279778
Insomnia,2002.0,67355513.0,rl3294332417,tt0278504
Changing Lanes,2002.0,66818548.0,rl1011582465,tt0264472
Stuart Little 2,2002.0,64956806.0,rl1416791553,tt0243585
Jackass: The Movie,2002.0,64255312.0,rl2405074433,tt0322802
Catch Me If You Can,2002.0,164615351.0,rl2672330241,tt0264464
Maid in Manhattan,2002.0,94011225.0,rl2355136001,tt0252076
The Time Machine,2002.0,56832494.0,rl4000613889,tt0268695
The Count of Monte Cristo,2002.0,54234062.0,rl2823456257,tt0245844
Unfaithful,2002.0,52775765.0,rl4269180417,tt0250797
Like Mike,2002.0,51432760.0,rl2220787201,tt0308506
Ocean's Eleven,2002.0,183417150.0,rl409372161,tt0240772
The Tuxedo,2002.0,50547998.0,rl511084033,tt0290095
Two Weeks Notice,2002.0,93354851.0,rl1568048641,tt0313737
Return to Never Land,2002.0,48430258.0,rl4134372865,tt0280030
Big Fat Liar,2002.0,48360547.0,rl273122817,tt0265298
The Royal Tenenbaums,2002.0,52364010.0,rl3865871873,tt0265666
Reign of Fire,2002.0,43061982.0,rl3211625985,tt0253556
High Crimes,2002.0,41543917.0,rl1398375937,tt0257756
About a Boy,2002.0,41385278.0,rl658540033,tt0276751
A Walk to Remember,2002.0,41281092.0,rl457541121,tt0281358
Orange County,2002.0,41076018.0,rl3429271041,tt0273923
Windtalkers,2002.0,40914068.0,rl2608563713,tt0245562
Gosford Park,2002.0,41308615.0,rl995591681,tt0280707
Blue Crush,2002.0,40390647.0,rl591824385,tt0300532
The Master of Disguise,2002.0,40388794.0,rl2472773121,tt0295427
I Am Sam,2002.0,40311852.0,rl3445130753,tt0277027
Resident Evil,2002.0,40119709.0,rl2372765185,tt0120804
Collateral Damage,2002.0,40077257.0,rl1347061249,tt0233469
Enough,2002.0,40007742.0,rl3813770753,tt0278435
Drumline,2002.0,56399184.0,rl2320401921,tt0303933
Undercover Brother,2002.0,39089928.0,rl2792785409,tt0279493
Showtime,2002.0,38082712.0,rl259098113,tt0284490
40 Days and 40 Nights,2002.0,37950822.0,rl2252441089,tt0243736
Crossroads,2002.0,37191304.0,rl2722989569,tt0275022
Clockstoppers,2002.0,36989956.0,rl457868801,tt0157472
The Mothman Prophecies,2002.0,35746370.0,rl2825225729,tt0265349
Star Trek: Nemesis,2002.0,43254409.0,rl2859697665,tt0253754
E.T. the Extra-Terrestrial20th Anniversary,2002.0,35306015.0,rl1011910145,tt0083866
Jimmy Neutron: Boy Genius,2002.0,80936232.0,rl173901313,tt0268397
K-19: The Widowmaker,2002.0,35168966.0,rl4133324289,tt0267626
Gangs of New York,2002.0,77812000.0,rl1129678337,tt0217505
In the Bedroom,2002.0,35930604.0,rl593135105,tt0247425
Treasure Planet,2002.0,38176783.0,rl2759296513,tt0133240
I Spy,2002.0,33561137.0,rl3109717505,tt0297181
Friday After Next,2002.0,33253609.0,rl961906177,tt0293815
Vanilla Sky,2002.0,100618344.0,rl209290753,tt0259711
Murder by Numbers,2002.0,31945749.0,rl3278210561,tt0264935
One Hour Photo,2002.0,31597131.0,rl3060172289,tt0265459
Monster's Ball,2002.0,31273922.0,rl90539521,tt0285742
Halloween: Resurrection,2002.0,30354442.0,rl1045857793,tt0220506
Queen of the Damned,2002.0,30336800.0,rl3161097729,tt0238546
Dragonfly,2002.0,30323400.0,rl1464763905,tt0259288
The Banger Sisters,2002.0,30307416.0,rl2286257665,tt0280460
Bad Company,2002.0,30160161.0,rl1514505729,tt0280486
Space Station 3D,2002.0,93383953.0,rl3866134017,tt0290296
Kate & Leopold,2002.0,47121859.0,rl3244131841,tt0035423
The New Guy,2002.0,29760152.0,rl3596912129,tt0241760
Ghost Ship,2002.0,30113491.0,rl3411379713,tt0288477
Harry Potter and the Sorcerer's Stone,2002.0,317575550.0,rl1416332801,tt0241527
Analyze That,2002.0,32130627.0,rl3963848193,tt0289848
Swimfan,2002.0,28564995.0,rl594904577,tt0283026
The Crocodile Hunter: Collision Course,2002.0,28442574.0,rl3125642753,tt0305396
Brown Sugar,2002.0,27363891.0,rl1179223553,tt0297037
Blood Work,2002.0,26235081.0,rl809928193,tt0309377
All About the Benjamins,2002.0,25916319.0,rl809731585,tt0278295
The Transporter,2002.0,25296447.0,rl3078063617,tt0293662
Jonah: A VeggieTales Movie,2002.0,25581229.0,rl1549633025,tt0298388
The Sweetest Thing,2002.0,24718164.0,rl712345089,tt0253867
Beauty and the Beast2000 IMAX Release,2002.0,25487190.0,rl21267969,tt0101414
The Hot Chick,2002.0,35081594.0,rl358123009,tt0302640
Eight Crazy Nights,2002.0,23586598.0,rl1901168129,tt0271263
City by the Sea,2002.0,22449000.0,rl3880486401,tt0269095
The Wild Thornberrys,2002.0,40108697.0,rl2977662465,tt0282120
Ali,2002.0,58203105.0,rl3493889537,tt0248667
National Lampoon's Van Wilder,2002.0,21305259.0,rl75073025,tt0283111
Frida,2002.0,25885000.0,rl978683393,tt0120679
Martin Lawrence Live: Runteldat,2002.0,19184820.0,rl745506305,tt0327036
Hart's War,2002.0,19077641.0,rl3159787009,tt0251114
Rollerball,2002.0,18990798.0,rl2926347777,tt0246894
Tuck Everlasting,2002.0,19161999.0,rl829851137,tt0283084
Super Troopers,2002.0,18492362.0,rl3933373953,tt0247745
"Monsters, Inc.",2002.0,255873250.0,rl2070251009,tt0198781
The Four Feathers,2002.0,18306166.0,rl2723317249,tt0240510
Punch-Drunk Love,2002.0,17844216.0,rl1969915393,tt0272338
Amélie,2002.0,33225499.0,rl1430488577,tt0211915
Eight Legged Freaks,2002.0,17322606.0,rl1934722561,tt0271367
The Country Bears,2002.0,16990825.0,rl156075521,tt0276033
Serving Sara,2002.0,16930185.0,rl1466861057,tt0261289
White Oleander,2002.0,16357770.0,rl293307905,tt0283139
Kung Pow: Enter the Fist,2002.0,16037962.0,rl3596387841,tt0240468
Empire,2002.0,17600423.0,rl2605811201,tt0262396
Half Past Dead,2002.0,15567860.0,rl3260515841,tt0297162
Bowling for Columbine,2002.0,21576018.0,rl2336654849,tt0310793
The Next Best Thing,2002.0,14990582.0,rl1063749121,tt0156841
Solaris,2002.0,14973382.0,rl1668318721,tt0307479
Life or Something Like It,2002.0,14448589.0,rl2455668225,tt0282687
Ballistic: Ecks vs. Sever,2002.0,14307963.0,rl642876929,tt0308208
Stealing Harvard,2002.0,14036406.0,rl4168320513,tt0265808
The Good Girl,2002.0,14018296.0,rl3797190145,tt0279113
Monsoon Wedding,2002.0,13885966.0,rl73762305,tt0265343
And Your Mother Too,2002.0,13839658.0,rl3816457729,tt0245574
Hey Arnold! The Movie,2002.0,13728902.0,rl1834583553,tt0314166
The Emperor's Club,2002.0,14118751.0,rl2807137793,tt0283530
Juwanna Mann,2002.0,13670733.0,rl4116547073,tt0247444
Feardotcom,2002.0,13258249.0,rl240354817,tt0295254
Jason X,2002.0,13121555.0,rl3747251713,tt0211443
Frailty,2002.0,13110448.0,rl2287109633,tt0264616
How High,2002.0,31178740.0,rl3176695297,tt0278488
Undisputed,2002.0,12764657.0,rl2222360065,tt0281322
They,2002.0,12840842.0,rl125076993,tt0283632
The Majestic,2002.0,27807266.0,rl2254472705,tt0268995
Knockaround Guys,2002.0,11715637.0,rl4166813185,tt0211465
The Powerpuff Girls Movie,2002.0,11412414.0,rl1164674561,tt0289408
CyberWorld,2002.0,11253900.0,rl3779954177,tt0233508
Brotherhood of the Wolf,2002.0,11260096.0,rl3091826177,tt0237534
Abandon,2002.0,10727683.0,rl692094465,tt0267248
Far from Heaven,2002.0,15901849.0,rl3478160897,tt0297884
Sorority Boys,2002.0,10200032.0,rl2339407361,tt0279781
Possession,2002.0,10113733.0,rl1718322689,tt0256276
S1m0ne,2002.0,9688676.0,rl1148290561,tt0258153
The Shipping News,2002.0,11434216.0,rl963741185,tt0120824
Behind Enemy Lines,2002.0,58856790.0,rl1380222465,tt0159273
The Importance of Being Earnest,2002.0,8384929.0,rl1113294337,tt0278500
Death to Smoochy,2002.0,8364691.0,rl4148987393,tt0266452
Joe Somebody,2002.0,22771646.0,rl1918731777,tt0279889
Star Wars: Episode II - Attack of the Clones2002 IMAX Release,2002.0,8485488.0,rl561350145,tt0121765
Not Another Teen Movie,2002.0,38252284.0,rl2187822593,tt0277371
Shackleton's Antarctic Adventure,2002.0,15553324.0,rl2557380097,tt0280105
Big Trouble,2002.0,7267307.0,rl1766295041,tt0246464
Trapped,2002.0,7073251.0,rl2893514241,tt0280380
Kissing Jessica Stein,2002.0,7025722.0,rl2572977665,tt0264761
Moonlight Mile,2002.0,6835856.0,rl1483048449,tt0179098
Spider-Man/Men in Black IIDouble Bill,2002.0,6632970.0,rl695436801,NA
Femme Fatale,2002.0,6630252.0,rl1934853633,tt0280665
The Rules of Attraction,2002.0,6532619.0,rl3396109825,tt0292644
Impostor,2002.0,6285176.0,rl1163625985,tt0160399
Deuces Wild,2002.0,6080065.0,rl1783596545,tt0231448
Iris,2002.0,5594617.0,rl1801094657,tt0280778
Spirited Away,2002.0,10055859.0,rl661882369,tt0245429
The Truth About Charlie,2002.0,5350371.0,rl947291649,tt0270707
Slackers,2002.0,5285941.0,rl3832645121,tt0240900
Formula 51,2002.0,5204007.0,rl1196590593,tt0227984
Real Women Have Curves,2002.0,5853194.0,rl292390401,tt0296166
Birthday Girl,2002.0,5142576.0,rl1011123713,tt0188453
Hollywood Ending,2002.0,4850753.0,rl3948512769,tt0278823
Extreme Ops,2002.0,4842259.0,rl3092284929,tt0283160
Igby Goes Down,2002.0,4777465.0,rl291210753,tt0280760
Adaptation.,2002.0,22498520.0,rl2000717313,tt0268126
Italian for Beginners,2002.0,4544753.0,rl3176826369,tt0243862
The Adventures of Pluto Nash,2002.0,4420080.0,rl745244161,tt0180052
Lantana,2002.0,4623189.0,rl1969194497,tt0259393
Enigma2001 Re-release,2002.0,4301582.0,rl3763439105,tt0157583
The Crime of Padre Amaro,2002.0,5717044.0,rl1666287105,tt0313196
The Other Side of Heaven,2002.0,4720371.0,rl644449793,tt0250371
Séraphin: Heart of Stone,2002.0,6749187.0,rl1483638273,tt0221013
Men with Brooms,2002.0,4245870.0,rl241337857,tt0263734
Lovely & Amazing,2002.0,4222923.0,rl341870081,tt0258273
Ultimate X: The Movie,2002.0,4197492.0,rl961578497,tt0297445
Mostly Martha,2002.0,4160475.0,rl1197835777,tt0246772
Secretary,2002.0,4059680.0,rl644777473,tt0274812
Antwone Fisher,2002.0,21078145.0,rl2034402817,tt0168786
T-Rex: Back to the Cretaceous,2002.0,53354743.0,rl2423752193,tt0163862
Thirteen Conversations About One Thing,2002.0,3288164.0,rl474056193,tt0268690
Finding Nemo,2003.0,339714978.0,rl2723382785,tt0266543
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,305413918.0,rl4134045185,tt0325980
The Matrix Reloaded,2003.0,281576461.0,rl4167271937,tt0234215
The Lord of the Rings: The Return of the King,2003.0,377027325.0,rl4251026945,tt0167260
Bruce Almighty,2003.0,242829261.0,rl3142157825,tt0315327
X2,2003.0,214949694.0,rl1736082945,tt0290334
Elf,2003.0,173398518.0,rl1263633921,tt0319343
Chicago,2003.0,170687518.0,rl1816888833,tt0299658
Terminator 3: Rise of the Machines,2003.0,150371112.0,rl3413476865,tt0181852
Bad Boys II,2003.0,138608444.0,rl1732609537,tt0172156
The Matrix Revolutions,2003.0,139313948.0,rl4234380801,tt0242653
Anger Management,2003.0,135645823.0,rl3259205121,tt0305224
Bringing Down the House,2003.0,132716677.0,rl2068416001,tt0305669
Hulk,2003.0,132177234.0,rl2488829441,tt0286716
2 Fast 2 Furious,2003.0,127154901.0,rl1178699265,tt0322259
The Lord of the Rings: The Two Towers,2003.0,339789881.0,rl4032923137,tt0167261
Seabiscuit,2003.0,120277854.0,rl3312420353,tt0329575
S.W.A.T.,2003.0,116934650.0,rl3279062529,tt0257076
Spy Kids 3: Game Over,2003.0,111761982.0,rl1936950785,tt0338459
Freaky Friday,2003.0,110230332.0,rl4048717313,tt0322330
Scary Movie 3,2003.0,110003217.0,rl4067395073,tt0306047
The Italian Job,2003.0,106128601.0,rl3210380801,tt0317740
How to Lose a Guy in 10 Days,2003.0,105813373.0,rl2925037057,tt0251127
American Wedding,2003.0,104565114.0,rl2319681025,tt0328828
Daddy Day Care,2003.0,104297061.0,rl3729622529,tt0317303
Daredevil,2003.0,102543518.0,rl424445441,tt0287978
Catch Me If You Can,2003.0,164615351.0,rl2672330241,tt0264464
Charlie's Angels: Full Throttle,2003.0,100830111.0,rl793478657,tt0305357
The Cat in the Hat,2003.0,101149285.0,rl2303231489,tt0312528
"Legally Blonde 2: Red, White & Blonde",2003.0,90186328.0,rl878609921,tt0333780
Freddy vs. Jason,2003.0,82622655.0,rl3914499585,tt0329101
Brother Bear,2003.0,85336277.0,rl1212777985,tt0328880
Master and Commander: The Far Side of the World,2003.0,93927920.0,rl2439218689,tt0311113
The Texas Chainsaw Massacre,2003.0,80571655.0,rl2373289473,tt0324216
School of Rock,2003.0,81261177.0,rl3782182401,tt0332379
The Last Samurai,2003.0,111127263.0,rl2640283137,tt0325710
Old School,2003.0,75585093.0,rl1667663361,tt0302886
Kill Bill: Vol. 1,2003.0,70099045.0,rl2103215617,tt0266697
Holes,2003.0,67406573.0,rl4166616577,tt0311289
The Haunted Mansion,2003.0,75847266.0,rl2690024961,tt0338094
Kangaroo Jack,2003.0,66934963.0,rl3546121729,tt0257568
The League of Extraordinary Gentlemen,2003.0,66465204.0,rl3512698369,tt0311429
Lara Croft: Tomb Raider - The Cradle of Life,2003.0,65660196.0,rl846693889,tt0325703
Something's Gotta Give,2003.0,124728738.0,rl1299219969,tt0337741
About Schmidt,2003.0,65016287.0,rl524322305,tt0257360
Shanghai Knights,2003.0,60476872.0,rl4033775105,tt0300471
Open Range,2003.0,58331254.0,rl3999696385,tt0316356
Gothika,2003.0,59694580.0,rl844596737,tt0348836
Love Actually,2003.0,59696144.0,rl3798042113,tt0314331
Once Upon a Time in Mexico,2003.0,56359780.0,rl1080460801,tt0285823
Just Married,2003.0,56127162.0,rl4233987585,tt0305711
Cheaper by the Dozen,2003.0,138614544.0,rl239830529,tt0349205
Mystic River,2003.0,90135191.0,rl1214547457,tt0327056
Bad Santa,2003.0,60060328.0,rl1078298113,tt0307987
The Recruit,2003.0,52802140.0,rl2020443649,tt0292506
Identity,2003.0,52159536.0,rl760972801,tt0309698
Underworld,2003.0,51970690.0,rl2188805633,tt0320691
Radio,2003.0,52333738.0,rl2204796417,tt0316465
Runaway Jury,2003.0,49443628.0,rl946832897,tt0313542
Agent Cody Banks,2003.0,47938330.0,rl2755692033,tt0313911
The Jungle Book 2,2003.0,47901582.0,rl2640152065,tt0283426
The Rundown,2003.0,47726342.0,rl997164545,tt0327850
Final Destination 2,2003.0,46961214.0,rl3209922049,tt0309593
Phone Booth,2003.0,46566212.0,rl2959640065,tt0183649
28 Days Later,2003.0,45064915.0,rl1262585345,tt0289043
Tears of the Sun,2003.0,43734876.0,rl2239071745,tt0314353
Gangs of New York,2003.0,77812000.0,rl1129678337,tt0217505
Under the Tuscan Sun,2003.0,43610723.0,rl4168517121,tt0328589
Two Weeks Notice,2003.0,93354851.0,rl1568048641,tt0313737
The Lizzie McGuire Movie,2003.0,42734455.0,rl258049537,tt0306841
Secondhand Lions,2003.0,42070939.0,rl577668609,tt0327137
The Hours,2003.0,41675994.0,rl1901626881,tt0274558
Out of Time,2003.0,41088845.0,rl2087290369,tt0313443
Rugrats Go Wild,2003.0,39402572.0,rl3614213633,tt0337711
Mona Lisa Smile,2003.0,63860942.0,rl409306625,tt0304415
Head of State,2003.0,38125247.0,rl2388035073,tt0325537
Good Boy,2003.0,37667746.0,rl4065625601,tt0326900
Uptown Girls,2003.0,37182494.0,rl1031374337,tt0263757
Matchstick Men,2003.0,36906460.0,rl2187560449,tt0325805
National Security,2003.0,36381186.0,rl2305066497,tt0271668
What a Girl Wants,2003.0,36105433.0,rl2172159489,tt0286788
Jeepers Creepers 2,2003.0,35667218.0,rl3311044097,tt0301470
Intolerable Cruelty,2003.0,35327628.0,rl391808513,tt0138524
Cradle 2 the Grave,2003.0,34712347.0,rl1984792065,tt0306685
Malibu's Most Wanted,2003.0,34432201.0,rl3982525953,tt0328099
The Hunted,2003.0,34244097.0,rl3898115585,tt0269347
Dreamcatcher,2003.0,33715436.0,rl3092153857,tt0285531
Darkness Falls,2003.0,32551396.0,rl21792257,tt0282209
Bend It Like Beckham,2003.0,32543449.0,rl3074721281,tt0286499
The Pianist,2003.0,32572577.0,rl3043526145,tt0253474
Maid in Manhattan,2003.0,94011225.0,rl2355136001,tt0252076
The Core,2003.0,31186896.0,rl558728705,tt0298814
Lost in Translation,2003.0,44585453.0,rl2388755969,tt0335266
Hollywood Homicide,2003.0,30940691.0,rl4133062145,tt0329717
The Fighting Temptations,2003.0,30250745.0,rl1330873857,tt0191133
Johnny English,2003.0,28082366.0,rl1784514049,tt0274166
Cold Mountain,2003.0,95636509.0,rl1212843521,tt0159365
Honey,2003.0,30308417.0,rl945325569,tt0322589
A Man Apart,2003.0,26736098.0,rl3563095553,tt0266465
Basic,2003.0,26793311.0,rl3980756481,tt0264395
Stuck on You,2003.0,33832741.0,rl1215464961,tt0338466
Sinbad: Legend of the Seven Seas,2003.0,26483452.0,rl2977007105,tt0165982
Dumb and Dumberer: When Harry Met Lloyd,2003.0,26276465.0,rl3780019713,tt0329028
The Missing,2003.0,27011180.0,rl3730998785,tt0338188
Paycheck,2003.0,53790451.0,rl879265281,tt0338337
Bulletproof Monk,2003.0,23358708.0,rl2219410945,tt0245803
Piglet's Big Movie,2003.0,23103423.0,rl2607318529,tt0323642
Dickie Roberts: Former Child Star,2003.0,22738671.0,rl3192882689,tt0325258
The Medallion,2003.0,22219192.0,rl3311633921,tt0288045
Peter Pan,2003.0,48462608.0,rl1600685569,tt0316396
Biker Boyz,2003.0,22076772.0,rl1866958337,tt0326769
Cold Creek Manor,2003.0,21386011.0,rl1414170113,tt0331468
Cabin Fever,2003.0,21158188.0,rl3293152769,tt0303816
Whale Rider,2003.0,20779666.0,rl2155382273,tt0298228
The In-Laws,2003.0,20453431.0,rl3931866625,tt0314786
Looney Tunes: Back in Action,2003.0,20991364.0,rl3043067393,tt0318155
Down with Love,2003.0,20305251.0,rl1699644929,tt0309530
The Life of David Gale,2003.0,19955598.0,rl2958984705,tt0289992
Timeline,2003.0,19481943.0,rl4067722753,tt0300556
Harry Potter and the Chamber of Secrets,2003.0,261988482.0,rl1433110017,tt0295297
Adaptation.,2003.0,22498520.0,rl2000717313,tt0268126
My Big Fat Greek Wedding,2003.0,241438208.0,rl342132225,tt0259446
A Mighty Wind,2003.0,17781006.0,rl2724365825,tt0310281
The Wild Thornberrys,2003.0,40108697.0,rl2977662465,tt0282120
Love Don't Cost a Thing,2003.0,21924226.0,rl3496052225,tt0337592
Deliver Us from Eva,2003.0,17573594.0,rl776963585,tt0301181
Antwone Fisher,2003.0,21078145.0,rl2034402817,tt0168786
Drumline,2003.0,56399184.0,rl2320401921,tt0303933
Space Station 3D,2003.0,93383953.0,rl3866134017,tt0290296
Confessions of a Dangerous Mind,2003.0,16007718.0,rl4115301889,tt0270288
View from the Top,2003.0,15614000.0,rl1316587009,tt0264150
My Boss's Daughter,2003.0,15550605.0,rl2806416897,tt0270980
A Guy Thing,2003.0,15545431.0,rl3864495617,tt0295289
Wrong Turn,2003.0,15418790.0,rl1618642433,tt0295700
Ghosts of the Abyss,2003.0,17040871.0,rl3881141761,tt0297144
Dirty Pretty Things,2003.0,8112414.0,rl2437907969,tt0301199
Alex & Emma,2003.0,14218698.0,rl3628107265,tt0318283
How to Deal,2003.0,14195227.0,rl1129874945,tt0319524
Gods and Generals,2003.0,12882934.0,rl3092547073,tt0279111
25th Hour,2003.0,13084595.0,rl1212253697,tt0307901
House of 1000 Corpses,2003.0,12634962.0,rl1918404097,tt0251736
The Quiet American,2003.0,12988801.0,rl2842330625,tt0258068
Confidence,2003.0,12251640.0,rl3964306945,tt0310910
Die Another Day,2003.0,160942139.0,rl2974778881,tt0246460
The Lion King2002 IMAX Release,2003.0,15686215.0,rl3747513857,tt0110357
The Hot Chick,2003.0,35081594.0,rl358123009,tt0302640
Winged Migration2003 Re-release,2003.0,10764402.0,rl2675672577,tt0301727
Narc,2003.0,10465659.0,rl2590279169,tt0272207
House of the Dead,2003.0,10249719.0,rl2002290177,tt0317676
Swimming Pool,2003.0,10130108.0,rl662013441,tt0324133
Duplex,2003.0,9692135.0,rl3679356417,tt0266489
Dark Blue,2003.0,9250301.0,rl525108737,tt0279331
The Divorce,2003.0,9081057.0,rl996050433,tt0306734
Boat Trip,2003.0,8600126.0,rl2017887745,tt0285462
Seducing Doctor Lewis,2003.0,9354342.0,rl291472897,tt0366532
Talk to Her2002 Re-release,2003.0,9285469.0,rl1148552705,tt0287467
Star Trek: Nemesis,2003.0,43254409.0,rl2859697665,tt0253754
Tupac: Resurrection,2003.0,7718961.0,rl729187841,tt0343121
The Order,2003.0,7660806.0,rl3597043201,tt0304711
It Runs in the Family,2003.0,7491839.0,rl2858059265,tt0311110
Willard,2003.0,6886089.0,rl3061548545,tt0310357
Bowling for Columbine,2003.0,21576018.0,rl2336654849,tt0310793
Nowhere in Africa,2003.0,6180200.0,rl3697772033,tt0161860
Chasing Papi,2003.0,6130049.0,rl155944449,tt0323572
Gigli,2003.0,6087542.0,rl1012172289,tt0299930
American Splendor,2003.0,6010990.0,rl2420344321,tt0305206
Spellbound,2003.0,5728581.0,rl997426689,tt0334405
T-Rex: Back to the Cretaceous,2003.0,53354743.0,rl2423752193,tt0163862
Far from Heaven,2003.0,15901849.0,rl3478160897,tt0297884
21 Grams,2003.0,16290476.0,rl1547798017,tt0315733
Luther,2003.0,5791328.0,rl1851819521,tt0309820
Frida,2003.0,25885000.0,rl978683393,tt0120679
The Human Stain,2003.0,5381908.0,rl2253948417,tt0308383
Grind,2003.0,5123696.0,rl2824308225,tt0338077
Rabbit-Proof Fence,2003.0,6199600.0,rl2674558465,tt0252444
The Barbarian Invasions,2003.0,5109226.0,rl2136901121,tt0338135
Big Fish,2003.0,66809693.0,rl289900033,tt0319061
From Justin to Kelly,2003.0,4928883.0,rl408258049,tt0339034
In the Cut,2003.0,4750602.0,rl609912321,tt0199626
Spirited Away,2003.0,10055859.0,rl661882369,tt0245429
Thirteen,2003.0,4601043.0,rl1584694785,tt0328538
City of God,2003.0,7564459.0,rl3695937025,tt0317248
The Magdalene Sisters2003 Re-release,2003.0,4583889.0,rl2774566401,tt0318411
The Station Agent,2003.0,5739376.0,rl2574484993,tt0340377
Beyond Borders,2003.0,4430101.0,rl3561260545,tt0294357
Treasure Planet,2003.0,38176783.0,rl2759296513,tt0133240
The Real Cancun,2003.0,3825421.0,rl644711937,tt0360916
Better Luck Tomorrow,2003.0,3802390.0,rl3762587137,tt0280477
In America,2003.0,15539656.0,rl2975565313,tt0298845
Step Into Liquid,2003.0,3681803.0,rl3815998977,tt0308508
Laurel Canyon,2003.0,3663356.0,rl3898574337,tt0298408
The Secret Lives of Dentists,2003.0,3707346.0,rl326010369,tt0314630
The Good Thief,2003.0,3517797.0,rl3394536961,tt0281820
Analyze That,2003.0,32130627.0,rl3963848193,tt0289848
Anything Else,2003.0,3212310.0,rl1883407873,tt0313792
Mambo Italiano2003 Re-release,2003.0,3205730.0,rl3881862657,tt0330602
Capturing the Friedmans,2003.0,3119113.0,rl1984464385,tt0342172
The Guru,2003.0,3095506.0,rl3981936129,tt0280720
The Gospel of John,2003.0,4069090.0,rl1029146113,tt0377992
Mambo Italiano,2003.0,3047296.0,rl3865085441,tt0330602
Shrek 2,2004.0,441226247.0,rl24217089,tt0298148
Spider-Man 2,2004.0,373585825.0,rl896763393,tt0316654
The Passion of the Christ,2004.0,370274604.0,rl3781789185,tt0335345
Harry Potter and the Prisoner of Azkaban,2004.0,249541069.0,rl1449887233,tt0304141
The Incredibles,2004.0,261441092.0,rl2807793153,tt0317705
The Day After Tomorrow,2004.0,186740799.0,rl1716291073,tt0319262
The Bourne Supremacy,2004.0,176241941.0,rl2487649793,tt0372183
Shark Tale,2004.0,160861908.0,rl3933111809,tt0307453
The Polar Express,2004.0,162775358.0,rl292259329,tt0338348
National Treasure,2004.0,173008894.0,rl2321843713,tt0368891
"I, Robot",2004.0,144801023.0,rl1616545281,tt0343818
Troy,2004.0,133378256.0,rl3698820609,tt0332452
Meet the Fockers,2004.0,279261160.0,rl862094849,tt0290002
The Lord of the Rings: The Return of the King,2004.0,377027325.0,rl4251026945,tt0167260
50 First Dates,2004.0,120908074.0,rl3963717121,tt0343660
Van Helsing,2004.0,120177084.0,rl175736321,tt0338526
Fahrenheit 9/11,2004.0,119194771.0,rl2672854529,tt0361596
Dodgeball: A True Underdog Story,2004.0,114326736.0,rl3578758657,tt0364725
The Village,2004.0,114197520.0,rl1132037633,tt0368447
The Grudge,2004.0,110359362.0,rl2639758849,tt0391198
Collateral,2004.0,101005703.0,rl1078625793,tt0369339
Ocean's Twelve,2004.0,125544280.0,rl426149377,tt0349903
The Princess Diaries 2: Royal Engagement,2004.0,95170481.0,rl4285236737,tt0368933
Starsky & Hutch,2004.0,88237754.0,rl3161687553,tt0335438
